"ID","recordTime","recordPrice"
app_202970,2013/1/5 ,49.79
app_202970,2013/2/21 ,59.99
app_202970,2013/2/21 ,40.19
app_202970,2013/2/25 ,40.19
app_202970,2013/5/9 ,59.99
app_202970,2013/5/9 ,40.19
app_202970,2013/5/13 ,40.19
app_202970,2013/7/11 ,59.99
app_202970,2013/7/11 ,44.99
app_202970,2013/7/12 ,59.99
app_202970,2013/7/14 ,29.99
app_202970,2013/7/14 ,59.99
app_202970,2013/7/14 ,44.99
app_202970,2013/7/21 ,44.99
app_202970,2013/9/12 ,59.99
app_202970,2013/9/12 ,44.99
app_202970,2013/9/15 ,44.99
app_202970,2013/9/15 ,59.99
app_202970,2013/9/16 ,29.99
app_202970,2013/11/27 ,59.99
app_202970,2013/11/27 ,44.99
app_202970,2013/12/1 ,44.99
app_202970,2013/12/2 ,59.99
app_202970,2013/12/4 ,29.99
app_202970,2013/12/19 ,59.99
app_202970,2013/12/19 ,44.99
app_202970,2013/12/26 ,44.99
app_202970,2013/12/27 ,59.99
app_202970,2013/12/29 ,29.99
app_202970,2013/12/29 ,59.99
app_202970,2013/12/29 ,44.99
app_202970,2014/1/2 ,44.99
app_202970,2014/3/11 ,59.99
app_202970,2014/3/11 ,29.99
app_202970,2014/3/14 ,29.99
app_202970,2014/5/1 ,59.99
app_202970,2014/5/3 ,44.99
app_202970,2014/5/3 ,59.99
app_202970,2014/5/5 ,29.99
app_202970,2014/6/20 ,59.99
app_202970,2014/6/20 ,44.99
app_202970,2014/6/23 ,44.99
app_202970,2014/6/24 ,59.99
app_202970,2014/6/26 ,29.99
app_202970,2014/6/27 ,59.99
app_202970,2014/6/27 ,44.99
app_202970,2014/6/28 ,59.99
app_202970,2014/6/29 ,29.99
app_202970,2014/8/28 ,59.99
app_202970,2014/8/28 ,29.99
app_202970,2014/9/1 ,29.99
app_203140,2012/9/14 ,49.99
app_203140,2012/9/14 ,44.99
app_203140,2012/11/19 ,44.99
app_203140,2012/12/20 ,49.99
app_203140,2012/12/22 ,24.99
app_203140,2012/12/23 ,49.99
app_203140,2012/12/23 ,37.49
app_203140,2012/12/29 ,37.49
app_203140,2012/12/29 ,49.99
app_203140,2012/12/29 ,24.99
app_203140,2012/12/30 ,49.99
app_203140,2012/12/30 ,37.49
app_203140,2013/1/5 ,37.49
app_203140,2013/1/5 ,49.99
app_203140,2013/1/7 ,24.99
app_203140,2013/1/24 ,49.99
app_203140,2013/1/26 ,33.49
app_203140,2013/1/26 ,49.99
app_203140,2013/1/26 ,16.99
app_203140,2013/1/28 ,16.99
app_203140,2013/3/28 ,39.99
app_203140,2013/3/28 ,9.99
app_203140,2013/4/1 ,9.99
app_203140,2013/5/13 ,24.99
app_203140,2013/5/13 ,12.49
app_203140,2013/5/20 ,12.49
app_203140,2013/7/11 ,24.99
app_203140,2013/7/12 ,12.49
app_203140,2013/7/13 ,24.99
app_203140,2013/7/13 ,6.24
app_203140,2013/7/13 ,24.99
app_203140,2013/7/14 ,12.49
app_203140,2013/7/14 ,24.99
app_203140,2013/7/16 ,6.24
app_203140,2013/7/16 ,24.99
app_203140,2013/7/16 ,12.49
app_203140,2013/7/21 ,12.49
app_203140,2013/9/24 ,24.99
app_203140,2013/9/24 ,6.24
app_203140,2013/9/24 ,44.99
app_203140,2013/9/24 ,11.24
app_203140,2013/9/25 ,24.99
app_203140,2013/9/25 ,6.24
app_203140,2013/9/25 ,44.99
app_203140,2013/9/25 ,11.24
app_203140,2013/9/25 ,24.99
app_203140,2013/9/26 ,6.24
app_203140,2013/11/27 ,24.99
app_203140,2013/11/27 ,12.49
app_203140,2013/12/2 ,12.49
app_203140,2013/12/19 ,24.99
app_203140,2013/12/19 ,12.49
app_203140,2013/12/26 ,12.49
app_203140,2013/12/27 ,24.99
app_203140,2013/12/29 ,4.99
app_203140,2013/12/29 ,24.99
app_203140,2013/12/29 ,12.49
app_203140,2014/1/1 ,12.49
app_203140,2014/1/21 ,24.99
app_203140,2014/1/22 ,4.99
app_203140,2014/1/22 ,44.99
app_203140,2014/1/22 ,8.99
app_203140,2014/1/22 ,24.99
app_203140,2014/1/23 ,4.99
app_203140,2014/1/23 ,44.99
app_203140,2014/1/23 ,8.99
app_203140,2014/1/23 ,24.99
app_203140,2014/1/23 ,4.99
app_203140,2014/1/23 ,44.99
app_203140,2014/1/23 ,8.99
app_203140,2014/1/23 ,24.99
app_203140,2014/1/24 ,4.99
app_203140,2014/3/27 ,24.99
app_203140,2014/3/27 ,6.24
app_203140,2014/3/31 ,6.24
app_203140,2014/6/19 ,19.99
app_203140,2014/6/19 ,9.99
app_203140,2014/6/30 ,9.99
app_208090,2013/7/16 ,9.99
app_208090,2013/7/16 ,7.99
app_208090,2013/7/22 ,7.99
app_208090,2013/11/27 ,9.99
app_208090,2013/11/27 ,7.99
app_208090,2013/12/3 ,7.99
app_208090,2013/12/19 ,9.99
app_208090,2013/12/19 ,7.99
app_208090,2014/1/2 ,7.99
app_209000,2013/11/27 ,49.99
app_209000,2013/11/27 ,37.49
app_209000,2013/12/3 ,37.49
app_209000,2013/12/19 ,49.99
app_209000,2013/12/21 ,24.99
app_209000,2013/12/21 ,49.99
app_209000,2013/12/21 ,37.49
app_209000,2013/12/31 ,37.49
app_209000,2014/1/2 ,49.99
app_209000,2014/1/3 ,24.99
app_209000,2014/3/27 ,39.99
app_209000,2014/3/27 ,10
app_209000,2014/3/31 ,10
app_209000,2014/6/20 ,29.99
app_209000,2014/6/20 ,17.99
app_209000,2014/6/24 ,17.99
app_209000,2014/6/26 ,29.99
app_209000,2014/6/27 ,7.49
app_209000,2014/6/28 ,29.99
app_209000,2014/6/29 ,17.99
app_209000,2014/6/29 ,29.99
app_209000,2014/6/30 ,7.49
app_209000,2014/9/18 ,29.99
app_209000,2014/9/18 ,7.49
app_209000,2014/9/22 ,7.49
app_211400,2012/10/22 ,14.99
app_211400,2012/10/22 ,12.74
app_211400,2012/11/1 ,12.74
app_211400,2012/11/21 ,14.99
app_211400,2012/11/21 ,11.24
app_211400,2012/11/26 ,11.24
app_211400,2012/12/3 ,14.99
app_211400,2012/12/3 ,10.04
app_211400,2012/12/10 ,10.04
app_211400,2012/12/20 ,14.99
app_211400,2012/12/20 ,11.24
app_211400,2012/12/24 ,11.24
app_211400,2012/12/25 ,14.99
app_211400,2012/12/27 ,7.49
app_211400,2012/12/27 ,14.99
app_211400,2012/12/27 ,11.24
app_211400,2013/1/1 ,11.24
app_211400,2013/1/1 ,14.99
app_211400,2013/1/1 ,7.49
app_211400,2013/1/2 ,14.99
app_211400,2013/1/2 ,11.24
app_211400,2013/1/4 ,11.24
app_211400,2013/1/29 ,14.99
app_211400,2013/1/29 ,7.49
app_211400,2013/1/31 ,7.49
app_211400,2013/3/21 ,14.99
app_211400,2013/3/21 ,3.74
app_211400,2013/3/29 ,3.74
app_211400,2013/7/11 ,14.99
app_211400,2013/7/11 ,7.49
app_211400,2013/7/13 ,7.49
app_211400,2013/7/14 ,14.99
app_211400,2013/7/14 ,3.74
app_211400,2013/7/14 ,14.99
app_211400,2013/7/15 ,7.49
app_211400,2013/7/16 ,14.99
app_211400,2013/7/16 ,3.74
app_211400,2013/7/18 ,3.74
app_211400,2013/7/18 ,14.99
app_211400,2013/7/18 ,7.49
app_211400,2013/7/19 ,14.99
app_211400,2013/7/19 ,3.74
app_211400,2013/7/19 ,14.99
app_211400,2013/7/19 ,7.49
app_211400,2013/7/21 ,7.49
app_211400,2013/10/29 ,14.99
app_211400,2013/10/29 ,3.74
app_211400,2013/11/1 ,3.74
app_211400,2013/11/27 ,14.99
app_211400,2013/11/27 ,5.09
app_211400,2013/11/30 ,5.09
app_211400,2013/11/30 ,14.99
app_211400,2013/11/30 ,2.99
app_211400,2013/12/1 ,14.99
app_211400,2013/12/2 ,5.09
app_211400,2013/12/19 ,14.99
app_211400,2013/12/19 ,5.09
app_211400,2013/12/28 ,5.09
app_211400,2013/12/29 ,14.99
app_211400,2013/12/31 ,2.99
app_211400,2013/12/31 ,14.99
app_211400,2014/1/1 ,5.09
app_211400,2014/6/19 ,14.99
app_211400,2014/6/19 ,5.09
app_211400,2014/6/26 ,5.09
app_211400,2014/6/29 ,14.99
app_211400,2014/6/29 ,2.99
app_211400,2014/6/30 ,14.99
app_211400,2014/6/30 ,5.09
app_211400,2014/8/28 ,14.99
app_211400,2014/8/28 ,2.99
app_211400,2014/9/1 ,2.99
app_214560,2012/11/21 ,14.99
app_214560,2012/11/21 ,11.24
app_214560,2012/11/24 ,11.24
app_214560,2012/11/24 ,14.99
app_214560,2012/11/26 ,7.49
app_214560,2012/11/26 ,14.99
app_214560,2012/11/27 ,11.24
app_214560,2012/12/3 ,14.99
app_214560,2012/12/3 ,10.04
app_214560,2012/12/9 ,10.04
app_214560,2012/12/20 ,14.99
app_214560,2012/12/20 ,11.24
app_214560,2012/12/29 ,11.24
app_214560,2012/12/30 ,14.99
app_214560,2013/1/1 ,7.49
app_214560,2013/1/1 ,14.99
app_214560,2013/1/1 ,11.24
app_214560,2013/1/4 ,11.24
app_214560,2013/2/28 ,14.99
app_214560,2013/2/28 ,4.99
app_214560,2013/3/4 ,4.99
app_214560,2013/3/22 ,14.99
app_214560,2013/3/22 ,9.99
app_214560,2013/3/29 ,9.99
app_214560,2013/6/18 ,14.99
app_214560,2013/6/18 ,3.75
app_214560,2013/6/20 ,3.75
app_214560,2013/7/11 ,14.99
app_214560,2013/7/11 ,7.49
app_214560,2013/7/15 ,7.49
app_214560,2013/7/16 ,14.99
app_214560,2013/7/18 ,3.74
app_214560,2013/7/18 ,14.99
app_214560,2013/7/18 ,7.49
app_214560,2013/7/21 ,7.49
app_214560,2013/11/27 ,14.99
app_214560,2013/11/27 ,7.49
app_214560,2013/12/2 ,7.49
app_214560,2013/12/19 ,14.99
app_214560,2013/12/19 ,7.49
app_214560,2013/12/30 ,7.49
app_214560,2013/12/31 ,14.99
app_214560,2014/1/2 ,2.99
app_214560,2014/1/29 ,14.99
app_214560,2014/1/31 ,3.74
app_214560,2014/6/19 ,14.99
app_214560,2014/6/19 ,7.49
app_214560,2014/6/27 ,7.49
app_214560,2014/7/1 ,14.99
app_214560,2014/7/2 ,5.99
app_214560,2014/8/16 ,14.99
app_214560,2014/8/16 ,2.99
app_214560,2014/8/19 ,2.99
app_214930,2014/5/8 ,4.99
app_214930,2014/5/8 ,3.34
app_214930,2014/5/12 ,3.34
app_214930,2014/6/19 ,4.99
app_214930,2014/6/19 ,3.34
app_214930,2014/6/22 ,3.34
app_214930,2014/6/25 ,4.99
app_214930,2014/6/26 ,2.49
app_214930,2014/6/27 ,4.99
app_214930,2014/6/27 ,3.34
app_214930,2014/8/20 ,4.99
app_214930,2014/8/20 ,2.49
app_214930,2014/8/25 ,2.49
app_214931,2014/5/8 ,14.99
app_214931,2014/5/8 ,10.04
app_214931,2014/5/12 ,10.04
app_214931,2014/6/19 ,14.99
app_214931,2014/6/20 ,10.04
app_214931,2014/6/21 ,14.99
app_214931,2014/6/21 ,7.49
app_214931,2014/6/22 ,14.99
app_214931,2014/6/22 ,10.04
app_214931,2014/6/24 ,10.04
app_214931,2014/6/26 ,14.99
app_214931,2014/6/26 ,7.49
app_214931,2014/8/20 ,14.99
app_214931,2014/8/20 ,7.49
app_214931,2014/8/25 ,7.49
app_214932,2014/5/8 ,14.99
app_214932,2014/5/8 ,10.04
app_214932,2014/5/12 ,10.04
app_214932,2014/6/19 ,14.99
app_214932,2014/6/19 ,10.04
app_214932,2014/6/21 ,14.99
app_214932,2014/6/21 ,7.49
app_214932,2014/6/24 ,14.99
app_214932,2014/6/24 ,10.04
app_214932,2014/6/25 ,14.99
app_214932,2014/6/26 ,7.49
app_214932,2014/6/27 ,14.99
app_214932,2014/6/28 ,10.04
app_214932,2014/6/29 ,14.99
app_214932,2014/6/29 ,7.49
app_214932,2014/8/20 ,14.99
app_214932,2014/8/20 ,7.49
app_214932,2014/8/25 ,7.49
app_214933,2014/1/1 ,19.99
app_214933,2014/1/1 ,4.99
app_214933,2014/6/20 ,19.99
app_214933,2014/6/20 ,11.99
app_214933,2014/6/21 ,19.99
app_214933,2014/6/21 ,9.99
app_214933,2014/6/22 ,19.99
app_214933,2014/6/22 ,11.99
app_214933,2014/6/26 ,19.99
app_214933,2014/6/27 ,9.99
app_214933,2014/6/28 ,19.99
app_214933,2014/6/29 ,11.99
app_214933,2014/6/30 ,19.99
app_214933,2014/6/30 ,9.99
app_214933,2014/8/20 ,19.99
app_214933,2014/8/20 ,9.99
app_214933,2014/8/25 ,9.99
app_217100,2013/10/31 ,14.99
app_217100,2013/10/31 ,9.74
app_217100,2013/12/17 ,9.74
app_217100,2013/12/17 ,14.99
app_217100,2013/12/17 ,11.24
app_217100,2014/1/12 ,11.24
app_217100,2014/3/17 ,14.99
app_217100,2014/3/17 ,7.49
app_217100,2014/3/24 ,7.49
app_217100,2014/6/2 ,14.99
app_217100,2014/6/2 ,3.74
app_217100,2014/6/9 ,3.74
app_217100,2014/6/19 ,14.99
app_217100,2014/6/19 ,5.09
app_217100,2014/6/26 ,5.09
app_217100,2014/8/4 ,9.99
app_217100,2014/8/4 ,1.99
app_217100,2014/8/11 ,1.99
app_217140,2013/10/29 ,14.99
app_217140,2013/10/29 ,7.49
app_217140,2013/11/1 ,7.49
app_217140,2013/11/27 ,14.99
app_217140,2013/11/27 ,5.09
app_217140,2013/12/3 ,5.09
app_217140,2013/12/19 ,14.99
app_217140,2013/12/19 ,5.09
app_217140,2014/1/1 ,5.09
app_217140,2014/4/3 ,14.99
app_217140,2014/4/5 ,3.74
app_217140,2014/6/22 ,14.99
app_217140,2014/6/22 ,5.09
app_217140,2014/6/30 ,5.09
app_217140,2014/7/12 ,14.99
app_217140,2014/7/14 ,2.99
app_218620,2013/10/18 ,29.99
app_218620,2013/10/18 ,23.99
app_218620,2013/10/21 ,23.99
app_218620,2013/11/14 ,29.99
app_218620,2013/11/14 ,17.99
app_218620,2013/11/18 ,17.99
app_218620,2013/11/27 ,29.99
app_218620,2013/11/27 ,17.99
app_218620,2013/12/1 ,17.99
app_218620,2013/12/1 ,29.99
app_218620,2013/12/3 ,13.49
app_218620,2013/12/19 ,29.99
app_218620,2013/12/20 ,17.99
app_218620,2013/12/20 ,29.99
app_218620,2013/12/20 ,13.49
app_218620,2013/12/21 ,29.99
app_218620,2013/12/21 ,17.99
app_218620,2013/12/25 ,17.99
app_218620,2013/12/25 ,29.99
app_218620,2013/12/27 ,13.49
app_218620,2013/12/27 ,29.99
app_218620,2013/12/27 ,17.99
app_218620,2014/1/2 ,17.99
app_218620,2014/1/2 ,29.99
app_218620,2014/1/3 ,13.49
app_218620,2014/3/20 ,29.99
app_218620,2014/3/20 ,9.99
app_218620,2014/3/24 ,9.99
app_218620,2014/5/29 ,29.99
app_218620,2014/5/29 ,9.99
app_218620,2014/6/2 ,9.99
app_218620,2014/6/20 ,29.99
app_218620,2014/6/20 ,9.89
app_218620,2014/6/21 ,29.99
app_218620,2014/6/21 ,5.99
app_218620,2014/6/22 ,29.99
app_218620,2014/6/22 ,9.89
app_218620,2014/6/27 ,9.89
app_218620,2014/6/28 ,29.99
app_218620,2014/6/30 ,5.99
app_218620,2014/8/12 ,29.99
app_218620,2014/8/12 ,14.99
app_218620,2014/8/15 ,14.99
app_219092,2014/3/11 ,4.99
app_219092,2014/3/11 ,2.49
app_219092,2014/3/14 ,2.49
app_219092,2014/8/28 ,4.99
app_219092,2014/8/28 ,2.49
app_219092,2014/9/1 ,2.49
app_219097,2014/3/11 ,14.99
app_219097,2014/3/11 ,7.49
app_219097,2014/3/14 ,7.49
app_219097,2014/5/1 ,14.99
app_219097,2014/5/3 ,11.24
app_219097,2014/5/3 ,14.99
app_219097,2014/5/5 ,7.49
app_219097,2014/6/19 ,14.99
app_219097,2014/6/19 ,11.24
app_219097,2014/6/23 ,11.24
app_219097,2014/6/24 ,14.99
app_219097,2014/6/25 ,7.49
app_219097,2014/6/26 ,14.99
app_219097,2014/6/26 ,11.24
app_219097,2014/6/29 ,11.24
app_219097,2014/8/28 ,14.99
app_219097,2014/8/28 ,7.49
app_219097,2014/9/1 ,7.49
app_219098,2014/3/11 ,14.99
app_219098,2014/3/11 ,7.49
app_219098,2014/3/14 ,7.49
app_219098,2014/5/1 ,14.99
app_219098,2014/5/3 ,11.24
app_219098,2014/5/3 ,14.99
app_219098,2014/5/5 ,7.49
app_219098,2014/6/22 ,14.99
app_219098,2014/6/22 ,11.24
app_219098,2014/6/25 ,14.99
app_219098,2014/6/25 ,7.49
app_219098,2014/6/26 ,14.99
app_219098,2014/6/26 ,11.24
app_219098,2014/6/29 ,11.24
app_219098,2014/8/28 ,14.99
app_219098,2014/8/28 ,7.49
app_219098,2014/9/1 ,7.49
app_219101,2014/3/11 ,14.99
app_219101,2014/3/11 ,7.49
app_219101,2014/3/13 ,7.49
app_219101,2014/5/1 ,14.99
app_219101,2014/5/3 ,11.24
app_219101,2014/5/3 ,14.99
app_219101,2014/5/5 ,7.49
app_219101,2014/6/19 ,14.99
app_219101,2014/6/19 ,11.24
app_219101,2014/6/23 ,11.24
app_219101,2014/6/24 ,14.99
app_219101,2014/6/25 ,7.49
app_219101,2014/6/26 ,14.99
app_219101,2014/6/26 ,11.24
app_219101,2014/6/30 ,11.24
app_219101,2014/8/28 ,14.99
app_219101,2014/8/28 ,7.49
app_219101,2014/9/1 ,7.49
app_219103,2014/3/11 ,14.99
app_219103,2014/3/11 ,7.49
app_219103,2014/3/14 ,7.49
app_219103,2014/5/1 ,14.99
app_219103,2014/5/2 ,11.24
app_219103,2014/5/3 ,14.99
app_219103,2014/5/5 ,7.49
app_219103,2014/6/19 ,14.99
app_219103,2014/6/19 ,11.24
app_219103,2014/6/28 ,11.24
app_219103,2014/8/28 ,14.99
app_219103,2014/8/28 ,7.49
app_219103,2014/9/1 ,7.49
app_220050,2013/7/12 ,49.99
app_220050,2013/7/12 ,37.49
app_220050,2013/7/22 ,37.49
app_220050,2013/9/12 ,49.99
app_220050,2013/9/12 ,37.49
app_220050,2013/9/16 ,37.49
app_220050,2013/10/29 ,49.99
app_220050,2013/10/29 ,24.99
app_220050,2013/11/1 ,24.99
app_220050,2013/11/27 ,49.99
app_220050,2013/11/27 ,37.49
app_220050,2013/12/3 ,37.49
app_220050,2013/12/19 ,49.99
app_220050,2013/12/19 ,37.49
app_220050,2014/1/2 ,37.49
app_220050,2014/2/10 ,49.99
app_220050,2014/2/10 ,10
app_220050,2014/2/17 ,10
app_220050,2014/3/10 ,49.99
app_220050,2014/3/10 ,12.49
app_220050,2014/3/17 ,12.49
app_220050,2014/5/1 ,49.99
app_220050,2014/5/1 ,12.49
app_220050,2014/5/5 ,12.49
app_220050,2014/6/19 ,49.99
app_220050,2014/6/19 ,12.49
app_220050,2014/6/28 ,12.49
app_221100,2014/5/15 ,29.99
app_221100,2014/5/15 ,25.49
app_221100,2014/5/19 ,25.49
app_221100,2014/6/19 ,29.99
app_221100,2014/6/21 ,25.49
app_222480,2013/8/6 ,49.99
app_222480,2013/8/6 ,24.99
app_222480,2013/8/8 ,24.99
app_222480,2013/10/10 ,49.99
app_222480,2013/10/12 ,24.99
app_222480,2013/10/12 ,49.99
app_222480,2013/10/13 ,12.49
app_222480,2013/10/13 ,49.99
app_222480,2013/10/14 ,24.99
app_222480,2013/10/29 ,49.99
app_222480,2013/10/29 ,16.99
app_222480,2013/11/1 ,16.99
app_222480,2013/12/19 ,49.99
app_222480,2013/12/19 ,24.99
app_222480,2013/12/27 ,24.99
app_222480,2013/12/28 ,49.99
app_222480,2013/12/29 ,14.99
app_222480,2013/12/29 ,49.99
app_222480,2013/12/29 ,24.99
app_222480,2014/1/1 ,24.99
app_222480,2014/3/7 ,49.99
app_222480,2014/3/7 ,12.49
app_222480,2014/6/10 ,49.99
app_222480,2014/6/10 ,12.49
app_222480,2014/6/13 ,12.49
app_222480,2014/6/19 ,49.99
app_222480,2014/6/19 ,24.99
app_222480,2014/6/24 ,24.99
app_222480,2014/6/26 ,49.99
app_222480,2014/6/28 ,12.49
app_222480,2014/6/29 ,49.99
app_222480,2014/6/29 ,24.99
app_222480,2014/9/11 ,49.99
app_222480,2014/9/11 ,12.49
app_222480,2014/9/15 ,12.49
app_223470,2012/11/2 ,14.99
app_223470,2012/11/2 ,13.49
app_223470,2012/11/9 ,13.49
app_223470,2012/11/21 ,14.99
app_223470,2012/11/21 ,7.49
app_223470,2012/11/27 ,7.49
app_223470,2012/12/9 ,14.99
app_223470,2012/12/10 ,7.49
app_223470,2012/12/20 ,14.99
app_223470,2012/12/20 ,7.49
app_223470,2013/1/9 ,7.49
app_223470,2013/2/14 ,14.99
app_223470,2013/2/14 ,7.49
app_223470,2013/2/21 ,7.49
app_223470,2013/3/21 ,14.99
app_223470,2013/3/21 ,5.09
app_223470,2013/3/29 ,5.09
app_223470,2013/4/22 ,14.99
app_223470,2013/4/22 ,5.99
app_223470,2013/4/29 ,5.99
app_223470,2013/5/13 ,14.99
app_223470,2013/5/13 ,3.74
app_223470,2013/5/20 ,3.74
app_223470,2013/7/11 ,9.99
app_223470,2013/7/11 ,2.49
app_223470,2013/7/22 ,2.49
app_223470,2013/8/29 ,9.99
app_223470,2013/8/29 ,2.5
app_223470,2013/11/27 ,9.99
app_223470,2013/11/27 ,3.39
app_223470,2013/12/2 ,3.39
app_223470,2013/12/15 ,9.99
app_223470,2013/12/17 ,2.49
app_223470,2013/12/19 ,9.99
app_223470,2013/12/19 ,3.39
app_223470,2014/1/1 ,3.39
app_223470,2014/2/10 ,9.99
app_223470,2014/2/10 ,2.49
app_223470,2014/2/16 ,2.49
app_223470,2014/5/3 ,9.99
app_223470,2014/5/3 ,2.99
app_223470,2014/5/17 ,2.99
app_223470,2014/6/21 ,9.99
app_223470,2014/6/21 ,2.99
app_223470,2014/6/28 ,2.99
app_223470,2014/7/14 ,9.99
app_223470,2014/7/14 ,2.49
app_223470,2014/7/21 ,2.49
app_223470,2014/9/15 ,9.99
app_223470,2014/9/15 ,2.99
app_223470,2014/9/22 ,2.99
app_224420,2012/12/3 ,19.99
app_224420,2012/12/3 ,14.99
app_224420,2012/12/10 ,14.99
app_224420,2012/12/20 ,19.99
app_224420,2012/12/20 ,14.99
app_224420,2013/1/4 ,14.99
app_224420,2013/2/22 ,19.99
app_224420,2013/2/22 ,9.99
app_224420,2013/3/1 ,9.99
app_224420,2013/3/21 ,19.99
app_224420,2013/3/21 ,9.99
app_224420,2013/3/29 ,9.99
app_224420,2013/7/11 ,9.99
app_224420,2013/7/11 ,2.49
app_224420,2013/7/22 ,2.49
app_224420,2013/8/29 ,9.99
app_224420,2013/8/29 ,3.4
app_224420,2013/9/9 ,9.99
app_224420,2013/9/9 ,3.39
app_224420,2013/9/16 ,3.39
app_224420,2013/10/29 ,9.99
app_224420,2013/10/29 ,2.49
app_224420,2013/11/1 ,2.49
app_224420,2013/11/27 ,9.99
app_224420,2013/11/27 ,2.49
app_224420,2013/12/3 ,2.49
app_224420,2013/12/19 ,9.99
app_224420,2013/12/19 ,2.49
app_224420,2014/1/2 ,2.49
app_224420,2014/6/19 ,4.99
app_224420,2014/6/19 ,1.69
app_224420,2014/6/29 ,1.69
app_227480,2013/4/5 ,9.99
app_227480,2013/4/5 ,8.99
app_227480,2013/4/19 ,8.99
app_227480,2013/7/12 ,9.99
app_227480,2013/7/12 ,6.69
app_227480,2013/7/21 ,6.69
app_227480,2013/8/27 ,9.99
app_227480,2013/8/27 ,3.39
app_227480,2013/8/29 ,3.39
app_227480,2013/10/28 ,9.99
app_227480,2013/10/28 ,4.99
app_227480,2013/11/4 ,4.99
app_227480,2013/11/27 ,9.99
app_227480,2013/11/27 ,4.99
app_227480,2013/12/2 ,4.99
app_227480,2013/12/19 ,9.99
app_227480,2013/12/19 ,4.99
app_227480,2014/1/1 ,4.99
app_227480,2014/3/24 ,9.99
app_227480,2014/3/24 ,1.99
app_227480,2014/3/31 ,1.99
app_227480,2014/6/19 ,9.99
app_227480,2014/6/19 ,1.99
app_227480,2014/6/30 ,1.99
app_227480,2014/8/4 ,9.99
app_227480,2014/8/4 ,1.99
app_227480,2014/8/11 ,1.99
app_228300,2013/7/11 ,49.99
app_228300,2013/7/11 ,37.49
app_228300,2013/7/13 ,37.49
app_228300,2013/7/14 ,49.99
app_228300,2013/7/16 ,29.99
app_228300,2013/7/16 ,49.99
app_228300,2013/7/16 ,37.49
app_228300,2013/7/21 ,37.49
app_228300,2013/8/19 ,49.99
app_228300,2013/8/19 ,29.99
app_228300,2013/8/26 ,29.99
app_228300,2013/10/10 ,49.99
app_228300,2013/10/10 ,24.99
app_228300,2013/10/14 ,24.99
app_228300,2013/12/19 ,49.99
app_228300,2013/12/19 ,24.99
app_228300,2013/12/29 ,24.99
app_228300,2013/12/30 ,49.99
app_228300,2013/12/30 ,12.49
app_228300,2013/12/30 ,49.99
app_228300,2013/12/30 ,24.99
app_228300,2014/1/1 ,24.99
app_228300,2014/3/18 ,29.99
app_228300,2014/3/18 ,9.99
app_228300,2014/3/21 ,9.99
app_228300,2014/6/20 ,29.99
app_228300,2014/6/20 ,14.99
app_228300,2014/6/24 ,14.99
app_228300,2014/6/26 ,29.99
app_228300,2014/6/26 ,9.89
app_228300,2014/6/27 ,29.99
app_228300,2014/6/28 ,14.99
app_228300,2014/7/14 ,29.99
app_228300,2014/7/14 ,10.19
app_228300,2014/7/17 ,10.19
app_228300,2014/9/11 ,29.99
app_228300,2014/9/11 ,5.99
app_228300,2014/9/15 ,5.99
app_228740,2013/6/20 ,1.99
